	Adolescent birth rate, per 1,000 women	Agriculture support estimate for OECD countries as % of their GDP	Agriculture support estimate for OECD countries, million US$	AIDS deaths	AIDS deaths (lower bound)	AIDS deaths (upper bound)	AIDS orphans (one or both parents)	Antenatal care coverage, at least four visits, %	Antenatal care coverage, at least one visit, %	Births attended by skilled health personnel, %	Children 1 year old immunized against measles, %	Children under 5 moderately or severely underweight, %	Children under 5 sleeping under insecticide-treated bed nets, %	Children under 5 with fever being treated with anti-malarial drugs, %	Children under five mortality rate per 1,000 live births	Condom use at last high-risk sex, 15-24 years old, men, %	Condom use at last high-risk sex, 15-24 years old, women, %	Condom use to overall contraceptive use among currently married women 15-49 years old, %	Consumption of all Ozone-Depleting Substances in ODP metric tons	Current contraceptive use among married women 15-49 years old, any method, %	Current contraceptive use among married women 15-49 years old, condom, %	Current contraceptive use among married women 15-49 years old, modern methods, %	Debt relief committed under HIPC initiative, cumulative million US$ in end-2009 NPV terms	Debt relief delivered in full under MDRI initiative, cumulative million US$ in end-2009 NPV terms	Debt service as % of exports of goods and services and net income	Developed country imports from the LDCs, admitted duty free, %	Employment-to-population ratio, both sexes, %	Employment-to-population ratio, men, %	Employment-to-population ratio, women, %	Fixed-telephone subscriptions	Fixed-telephone subscriptions per 100 inhabitants	Gender Parity Index in primary level enrolment	Gender Parity Index in secondary level enrolment	Gender Parity Index in tertiary level enrolment	Growth rate of GDP per person employed, %	HIV incidence rate, 15-49 years old, % (lower bound)	HIV incidence rate, 15-49 years old, % (mid-point)	HIV incidence rate, 15-49 years old, % (upper bound)	Infant mortality rate (0-1 year) per 1,000 live births	Internet users per 100 inhabitants	Literacy rates of 15-24 years old, both sexes, %	Literacy rates of 15-24 years old, men, %	Literacy rates of 15-24 years old, women, %	Maternal mortality ratio per 100,000 live births	Men 15-24 years old with comprehensive correct knowledge of HIV/AIDS, %	Mobile-cellular subscriptions	Mobile-cellular subscriptions per 100 inhabitants	Net ODA as % of OECD/DAC donors GNI	Net ODA to LDCs as % of OECD/DAC donors GNI	Net ODA to LDCs, million US$	Net ODA, million US$	ODA provided to help build trade capacity, %	ODA received in landlocked developing countries as % of their GNI	ODA received in landlocked developing countries, million US$	ODA received in small islands developing States as % of their GNI	ODA received in small islands developing States, million US$	ODA that is untied, million US$	ODA that is untied, %	ODA to basic social services as % of sector-allocable ODA	ODA to basic social services, million US$	People living with HIV, 15-49 years old, %	People living with HIV, 15-49 years old, % (lower bound)	People living with HIV, 15-49 years old, % (upper bound)	% of pupils starting grade 1 who reach last grade of primary, both sexes	% of pupils starting grade 1 who reach last grade of primary, boys	% of pupils starting grade 1 who reach last grade of primary, girls	Population below national poverty line, rural, %	Population below national poverty line, total, %	Population below national poverty line, urban, %	Population undernourished, millions	Population undernourished, %	Primary completion rate, both sexes	Primary completion rate, boys	Primary completion rate, girls	Proportion of own-account and contributing family workers in total employment, both sexes, %	Proportion of own-account and contributing family workers in total employment, men, %	Proportion of own-account and contributing family workers in total employment, women, %	Proportion of the population using improved drinking water sources, rural	Proportion of the population using improved drinking water sources, total	Proportion of the population using improved drinking water sources, urban	Proportion of the population using improved sanitation facilities, rural	Proportion of the population using improved sanitation facilities, total	Proportion of the population using improved sanitation facilities, urban	Ratio of school attendance rate of orphans to school attendance rate of non orphans	Ratio of youth unemployment rate to adult unemployment rate, both sexes	Ratio of youth unemployment rate to adult unemployment rate, men	Ratio of youth unemployment rate to adult unemployment rate, women	School attendance rate of children aged 10-14 both of whose parents are alive and who live with at least one parent	School attendance rate of orphans aged 10-14	Seats held by men in national parliament	Seats held by women in national parliament	Seats held by women in national parliament, %	Share of women in wage employment in the non-agricultural sector	Share of youth unemployed to total unemployed, both sexes	Share of youth unemployed to total unemployed, men	Share of youth unemployed to total unemployed, women	Share of youth unemployed to youth population, both sexes	Share of youth unemployed to youth population, men	Share of youth unemployed to youth population, women	Total net enrolment ratio in primary education, both sexes	Total net enrolment ratio in primary education, boys	Total net enrolment ratio in primary education, girls	Total number of seats in national parliament	Tuberculosis death rate per year per 100,000 population (lower bound)	Tuberculosis death rate per year per 100,000 population (mid-point)	Tuberculosis death rate per year per 100,000 population (upper bound)	Tuberculosis detection rate under DOTS, % (lower bound)	Tuberculosis detection rate under DOTS, % (mid-point)	Tuberculosis detection rate under DOTS, % (upper bound)	Tuberculosis incidence rate per year per 100,000 population (lower bound)	Tuberculosis incidence rate per year per 100,000 population (mid-point)	Tuberculosis incidence rate per year per 100,000 population (upper bound)	Tuberculosis prevalence rate per 100,000 population (lower bound)	Tuberculosis prevalence rate per 100,000 population (mid-point)	Tuberculosis prevalence rate per 100,000 population (upper bound)	Unmet need for family planning, limiting, %	Unmet need for family planning, spacing, %	Unmet need for family planning, total, %	Women 15-24 years old with comprehensive correct knowledge of HIV/AIDS, %	Women to men parity index, as ratio of literacy rates, 15-24 years old	Youth unemployment rate, aged 15-24, both sexes	Youth unemployment rate, aged 15-24, men	Youth unemployment rate, aged 15-24, women
Bulgaria										99.7	94				11.6										2.02		46.9	51.4	42.8	1942424	26.89	0.99	0.95	1.26	1.03				10.1	53.06				5		10486824	145.18																					21			5	96.93	97.59	96.23	8.2	9.5	6.8	99.1	99.5	99.7	83.7	86	86.8		2.4	2.4	2.3			185	55	22.91	49.8	14.9	16.5	12.8	8.4	10.4	6.3	96.49	96.46	96.53	240	2	2.1	2.1	81	91	98	27	29	33	15	37	69						28.4	30.2	25.7
Burkina Faso				5816	4582	7329	120000				82				97.6				14.88				773	929	4.08	99.97				137421	0.81	0.96	0.84	0.49		0.04	0.05	0.07	64.1	9.1				400		11240886	66.37						9.42	1039.61							0.91	0.8	1.06							3.5	20.8	62.74	62.64	62.85				74.1	80.4	96.4	6.5	18.8	50.1							107	20	15.74								67.86	69.16	66.52	127	5.7	8.9	12	53	59	64	49	54	60	43	80	128								
Burundi				4669	3886	5553	73000				98				82.9				7.11				1024	78	12.25	99.88				21253	0.2	1	0.78	0.42		0.0047	0.01	0.02	54.8	1.3				740		2536831	24.96						18.79	546.01							1.03	0.93	1.14									69.98	67.46	72.43				72.9	75.1	91.7	47.8	47.2	42.2							73	32	30.47								94.77	99.95	89.68	105	15	22	29	53	57	62	119	128	139	104	193	309								
Cambodia	57			2161	1030	4037					90				37.9				9.47						1.1	64.94				420942	2.78	0.92				0	0.01	0	32.5	6.8				170		20264514	133.89														0.74	0.29	1.51							2.4	15.7	97.34	99.89	94.67				60.9	66.6	89	25	35.6	76.9							98	25	20.32											123	42	66	92	56	62	68	366	400	444	604	715	834								
Cameroon				43627	39712	48382	510000				83				94.5				82.34				1772	1058	1.79					799016	3.59		0.85			0.28	0.34	0.4	60.8	6.4				590		15664666	70.39														4.27	3.98	4.57							2.3	10.4							51	73.6	93.4	26.8	45.3	61.6							155	25	13.88											180	22	35	45	44	49	55	210	235	265	164	299	472								
Canada		0.48	8525.55	444	389	570					95				5.2				65.91								61.8	65.8	58	16921000	48.09				0.71	0.003	0.01	0.02	4.6	85.8				11		28360000	80.61	0.27	0.1	1846.83	4947.24	34.38					2193.17	100	27.27	602.34											5							99	99.8	100	99	99.8	100		2.3	2.4	2.2			232	76	24.67	49.7	28.8	29.1	28.4	8.7	9.6	7.8				308	0.18	0.18	0.18	85	92	100	4.6	5	5.5	2.7	6.2	11						13.7	15.1	12.2
Cape Verde				42	30	60					91				26				0.17						4.58	99.86				66177	13.26	0.91	1.15	1.46		0.01	0.02	0.03	21.9	37.5				53		499458	100.11								13.27	243.35					0.47	0.4	0.55							0.1	10.6	94.68	95.77	93.57				85.9	89.7	91.9	47.9	66.6	77							57	15	20.83								98.18	99.39	96.96	72	19	30	39	38	42	48	127	143	161	125	238	386								
Cayman Islands																											77.8	79.9	75.9	36717	62.83									74.1						98036	167.76																																97	97		95.6	95.6		5.2	7.2	3.4						51.81	32	39	23.9								0	0	0	77	87	99	8.6	9.8	11	3.3	11	24						24.22	32	16.59
Central African Republic				10799	9456	12438	110000				25				139.2								693	231	11.83	99.99				800	0.01					0.2	0.26	0.32	96.1	3.5				880		1360300	29.46						12.3	189.16							3.82	3.44	4.29							1.8	39.4							54	67.8	89.1	7.4	21.3	42.4							91	13	12.5											104	33	49	74	46	52	58	323	359	408	231	422	670								
Chad				14665	11748	18213	160000				59				147.5				15.2				232	0	5.22	100				31323	0.24	0.76				0.09	0.13	0.19	88.5	2.3				980		4561243	35.56						3.07	396.29							2.48	2.08	3.01							4.8	37.5	38.78	47.31	30.12				44.4	50.3	70.8	6.4	11.8	30.9							160	28	14.89								85.98	96.39	75.4	188	13	22	29	52	58	66	134	151	169	108	200	321								
Chile		0.29	810.1	654	174	1597					90	0.5			8.2				241.89								56	68	44.4	3203258	18.17	0.96	1	1.11	2.07	0.0098	0.02	0.06	7.1	66.5				22		23661339	134.28														0.33	0.18	0.53				27.9	14.4	12.4		5	96.65	97.02	96.27				89.4	98.5	99.6	87.6	98.3	99.6		3.6	3.5	3.8			103	17	14.16	39	34.2	33.1	35.4	5.8	5.7	6	92.04	91.96	92.12	120	1.2	1.2	1.3	80	88	94	14	16	17	7.5	19	36						16.1	13.9	19.2
China									95.6	99.9	99				12.7				15690.57						0.34		68.6			266985000	19.26	1	1.03	1.14	7.3				10.9	45.8				32		1229113000	88.7																				8.5			146.6	10.4							87.1	92.6	97.4	60	72.5	83.6									21.32												2.9	3	3.1	79	87	93	66	70	77	82	94	107								
China, Hong Kong																											59.1	66.5	52.9	4419423	61.34	0.98	0.97	1.12	1.3					74.2						17098440	237.35																									96.19	97.45	94.85											3.4	3.6	3.1							24.1	24.5	23.8				99.24	99.69	98.75		2.6	2.6	2.7	77	87	99	66	76	86	41	99	180						9.44	11.32	7.75
China, Macao																														158414	27.96		0.98	1.27						65.8						1722245	304.08																																						2.6	2.9	2.6						48	23.7	24	24.3								0.05	2.8	11	77	87	99	77	88	100	50	116	210						4.21	5.49	3.16
Colombia										99.05	92				16.9				176.65						5.88		59.6	73.1	47.2	7141461	14.77		1.08	1.14	-10.1	0.02	0.03	0.04	14.5	51.7				83		50295114	104.08														0.45	0.35	0.57				42.8	30.6	26.9	5	10.3							73.4	91.2	96.9	64.6	79.9	84.8		2.7	2.6	2.8			145	20	12.12	46.35	35.5	34.8	36	10.4	9.2	11.7				165	1.6	1.6	1.6	66	75	84	29	32	37	21	43	72						19.1	14.6	25.4
Comoros											82				77.9				0.12				161	58	1.76	100				23000	3.12	0.94	1.03	0.86					57.9	6.5				350		347500	47.28								12.03	79																73.82	71.93	75.77				89	90.1	93	28.6	33.5	46.1							32	1	3.03								83.41	85.51	81.24	33	4.8	7.8	12	40	48	59	28	34	41	28	62	108								
Congo				5384	4856	5974	64000				65				49.1				9.35				1933	151	2.97					15679	0.35			0.75		0.09	0.13	0.17	35.6	6.6				410		4659762	104.76														2.49	2.27	2.72							1.2	28							38.2	75.3	95.7	5.6	14.5	19.5							126	10	7.35											136	25	44	63	56	63	72	336	382	430	247	462	744								
Cook Islands											97				8.8				0.02											7800	37.81	0.98	1.15						7.5	45						11500	55.74									15.78																99.3	96.57	102.11				99.9	99.9	99.9	96.8	96.8	96.8																	97.84	98.29	97.39		1.2	2	2.9	77	87	99	9.8	11	13	8.5	18	31								
Costa Rica				269	131	352					91				9.6				12.6						10.17		54.7	70.4	40.3	968459	19.87	0.99	1.07	1.24	3.02	0.008	0.01	0.01	8.4	45.96				38		7111981	145.97														0.22	0.15	0.27				27.8	20.7	18.2	0.3	5.7	90.03	89.31	90.78				91.4	97.5	99.5	91.4	94.2	95.1		3.4	3.4	3.4			35	22	38.59	43.43	43.3	43.5	43.1	10.5	10.5	10.6	90.96	90.46	91.49	57	0.61	0.67	0.73	64	74	83	10	11	13	7	15	25						21.81	18.76	26.8
Cote d'Ivoire				27944	24687	31639	400000				74				100				54.2				3538	1367	3.64					272145	1.33	0.86	0.67	0.62		0.08	0.14	0.2	71.3	8.4				720		19390902	95.44														2.67	2.36	2.99							2.8	13.7	60.49	67.43	53.46				68.5	81.3	92.7	9.8	21.6	32.2							223	26	10.44								78.35	81.31	75.36	249	12	20	28	65	72	78	157	170	188	115	215	346								
Croatia											94				4.5												42.1	47.5	37.1	1668265	38.88				-6.01				3.8	66.74				13		4721015	110.05																								5				13.7	14.3	13	98.9	99.3	99.7	95.9	97.1	98		3.5	3.4	3.5			115	36	23.84	47.9	23.4	25	21.3	14.9	17.3	12.4				151	1.2	1.2	1.2	84	89	94	13	13	14	8.4	18	32						50	49.9	50.2
Cuba				191	124	302					99				6.2				12.19											1237276	10.98	0.98	0.99	1.64		0.01	0.02	0.03	5	27.93				80		1995698	17.71									101.02					0.23	0.21	0.24								5	93.15	92.09	94.27				86.5	93.8	96	87.3	92.2	93.7							321	265	45.22								96.39	96.25	96.54	586	0.32	0.33	0.33	62	72	82	8.2	9.3	11	6.3	13	22								
Cyprus				31	23	44					86				3.6												53.3	58.6	48.4	349108	30.59				-0.14	0.0044	0.008	0.01	2.8	65.45				10		1099621	96.35														0.05	0.03	0.08								5				13.5	16.6	10.2	100	100	100	100	100	100		2.9	2.9	2.9			50	6	10.71	51.9	22.8	21.8	24	14.9	16.7	13.3				56	0.16	0.2	0.25	55	62	71	5.1	5.8	6.5	2.2	6.6	13						38.9	41.1	36.8
Czech Republic	11.14			30	27	35					99				3.6												55.2	64.1	46.7	2001000	18.69	1	1	1.42	-1.64	0.0018	0.005	0.0073	2.9	74.11				5		13670000	127.73	0.11	0.02	52.17	210.88	24.57					11.51	36.57	9.02	3.27	0.05	0.04	0.06								5	100.95	100.12	101.84	14.5	16.7	11.6	100	100	100	99.2	99.1	99.1		3.1	3.8	2.6			156	44	22	46	18.6	23	14.7	6	6.9	5.1				200	0.26	0.26	0.26	72	81	86	5.1	5.5	6.1	3	7.1	13						19	18.6	19.4
Congo				30133	23763	38196	350000				73	23.4			118.5				35.94				9389	704	2.37	99.99				0	0	0.89	0.61	0.45		0.06	0.08	0.1	86.1	2.2				730		28231900	41.81														1.08	0.91	1.28									72.43	79.93	64.9				30	51.6	82.1	26.1	27.2	28.8							448	44	8.94											492	33	68	78	47	51	56	297	326	356	285	549	898								
Denmark	2.9			24	21	43					89				3.5												58	61.8	54.3	2094553	37.27	0.98	1.02	1.38	-0.44	0.0031	0.0086	0.01	2.9	94.62				5		7142864	127.11	0.85	0.26	924.98	2927.46	31					1793.36	96.6	7.3	99.64	0.16	0.13	0.19								5	99.59	99.12	100.07	5.6	7	3.9	100	100	100	99.6	99.6	99.6		2.2	2.6	1.8			109	70	39.1	49.6	28.3	30.9	25.5	8.1	8.7	7.4	98.53	98.22	98.85	179	0.4	0.42	0.44	76	84	90	6.5	7	7.7	3.4	8.5	16						13.1	14.3	11.8
Djibouti				662	484	882	7600				80				69.6				0.62						7.98	99.99				20686	2.36	0.88	0.76			0.0009	0.0083	0.02	57.4	9.5				230		244123	27.96														0.91	0.71	1.17	84.4						0.2	18.9	51.95	56.42	47.36				64.7	89.9	97.4	5.1	47.3	59.8							56	9	13.84								58.31	61.69	54.84	65	61	100	136	52	58	66	551	619	697	468	906	1483								
Dominica										100	93				11.4				0.09						10.64					17144	23.81	0.97							10.2	59						93575	129.95								4.02	19.88																102.66	102.81	102.5						95.7										28	4	12.5											32	3.7	3.7	3.8	77	87	99	4.2	4.8	5.4	3.4	7.2	12								
Dominican Republic				1694	543	3347		95.4	99.3	98.6	79	4			28.1			3.6	34.78	71.9	2.6	68.4			9.63		54.6	70.3	39.1	1171049	11.25				3.96	0.0071	0.01	0.02	23.6	45.9	97.47	96.76	98.25	100		9200410	88.43								0.25	146.48					0.69	0.49	0.92				51.2	41.1	36.3	1.4	13	90.36	89.73	91.01				80.9	85.8	87.2	73.4	82.8	85.6		2.9	3.6	2.7			145	38	20.76		43.8	50.2	39.7	15.5	13.1	18.1				183	3.6	5.7	8.2	63	72	80	54	60	68	39	74	118	4	6.9	10.8		1.01	31.35	22.2	46.74
Ecuador				1629	853	2805					97	6.4			22.5				22.03						6.53		59.5	74.6	45.1	2394771	15.21	1	1.04		0.88	0.01	0.03	0.08	19.1	40.35	98.6	98.57	98.63	87		16626199	105.64														0.41	0.27	0.71				42	25.6	17.6	1.8	11.4	110.58	109.89	111.3				73.7	85.4	92.2	75.2	81.8	85.6		3.9	3.7	4.3			84	40	32.25	38.4	43.8	44.8	42.8				98.83			124	1.2	2	3.1	52	60	66	50	56	64	44	82	131					1	10.93	8.41	15.65
Egypt				407	244	745					96				21.8				352.2								42.1	66.2	17.4	6820892	8.31	0.97	0.97	0.88	0.1	0.0013	0.0025	0.0046	18.6	29.4				45		99704976	121.5														0.01	0.01	0.02								5	110.45	110.71	110.18	26.4	21.3	46	97.7	98.6	99.8	93.1	94.7	96.8		4.3	5.6	3			498	10	1.96	18.6	51.5	57.9	43							508	0.6	0.67	0.75	53	59	65	15	16	18	14	27	44						34.25	28.73	52.21
El Salvador				603	230	1253					94				15.7				8.08						12.28		59.9	75.1	47	960535	15.14	0.95	1	1.13	-1.03	0.01	0.03	0.1	13.5	23.1				69		8991899	141.81														0.53	0.33	0.99				36	29.6	26.2	0.8	12.8	100.63	100.11	101.17	37.6	31.5	45.8	80.8	91	96.4	55.3	72.1	80.8		3	2.2	4.9			62	22	26.19	32.94	44	40.6	51.1				92.1	91.76	92.46	84	0.81	0.97	1.1	82	87	97	35	39	42	22	48	86						12.44	11.83	13.58
Equatorial Guinea											42				95.8				5.12							100				14873	1.96								69.3	16.4				290		510783	67.47																															32.8	47.7	70.4	72.3	75.4	80							90	10	10											100	2.8	8.8	15				132	144	155	68	153	270								
Eritrea				910	508	1431	21000				96				49.9				1.02							99.99				61935	0.97					0.0051	0.01	0.02	36.1	0.9				380		354844	5.6														0.61	0.49	0.76															52.8	57.1	72.7	6.9	15.2	45.3							117	33	22											150	10	20	29	39	49	62	72	92	116	78	153	252								
Estonia	16.3										94				3.4												56	62.2	50.9	426490	33.13	1	0.99	1.48	0.58				2.7	79.4				11		2055234	159.66														1.3	1.04	1.63								5	98.39	98.42	98.36	5.4	6.3	4.4	98.6	99.5	99.9	96.4	97.2	97.5		2.5	2.2	2.8			80	21	20.79	52	19.4	18.1	21	7.4	7.3	7.5	97.04	96.8	97.29	101	2.4	2.5	2.5	82	92	97	21	22	25	12	27	47						18.7	17.8	19.7
Ethiopia	71.2			45171	36468	55166	900000				62				64.4				5.46				2638	2404	8.13	99.9	79.4	86.9	72.1	761450	0.8					0.01	0.03	0.05	44.4	1.9				420		25646865	27.25						8.17	3825.11							1.2	1.09	1.36							32	33.9							40.7	50.1	91.5	22.3	23	26		1.8	2.4	1.6			395	152	27.78	38.8	45.4	51.2	42.8							547	17	32	50	51	62	74	188	224	276	170	211	257						7.26	4.98	9.63
European Union		0.76	131171.04																																																																																																																								
Faeroe Islands	18.9																													18000	36.38									90						59700	120.68																								5																																																				
Falkland Islands																														2041	67.04									96.9						3607	118.49																																						4	0	15.3							33.3	0	66.7																									3.74	0	8.25
Fiji				16	10	25		93.6		99.6	94				23.6				7.67						1.84					70225	7.97					0.0093	0.01	0.01	20	37.1				59		930406	105.6								2.35	90.89					0.1	0.08	0.12								5							91.2	95.6	99.5	88.4	91.1	93.4																					4.1	4.2	4.2	42	51	62	46	57	68	51	100	164								
Finland	7.3										97				2.6												60.1	61.7	58.6	752200	13.86	0.99	1.09	1.2	0.4				2.1	91.51				4		7411200	136.57	0.53	0.18	508.8	1435.36	30.4					434.32	80.81	10.53	50.06											5	99.06	100.02	98.06	9.4	11.7	7	100	100	100	88.1	97.6	99.4		3.1	3.3	2.8			115	85	42.5	51.5	30.1	30.6	29.6	10	11	9.1	99.13	98.84	99.43	200	0.32	0.32	0.32	79	85	92	5.3	5.7	6.2	2.5	6.8	13						20	23	17.2
France				1461	1141	1800					89				4.2												50.9	55.5	46.8	39080000	60.78	0.99	1.01	1.25	0.66	0.0098	0.02	0.03	3.5	81.91				9		63324000	98.49	0.4	0.11	3247.22	11338.93	36.99					5251.27	89.63	5.28	339.39											5				7	8.3	5.5	100	100	100	98.9	98.7	98.6		2.9	2.8	2.9			422	155	26.86	49.6	23.2	23.9	22.5	8.9	9.6	8.2	99.08	98.76	99.41	577	0.49	0.52	0.55	80	83	87	8.4	8.8	9.1	5	11	19						23.93	23.68	24.22
French Guiana																																																																														75.1	91.4	94.5	75.8	91.8	94.9																																								
French Polynesia	39.6																													55000	19.86									56.8						236900	85.57																															100	100	100	98.4	98.4	98.4																					0.71	1.8	3.4	77	87	99	19	22	24	11	28	51								
Gabon				2080	1613	2620	21000				70				56.1				28.6											19252	1.15					0.11	0.17	0.24	39.1	9.2				240		3590000	214.75														3.9	3.45	4.41								5							61.1	91.9	96.6	32.3	41.2	42.6							96	18	15.78											114	32	55	78	65	73	82	378	423	476	294	578	954								
Gambia				429	198	853	7100		86.2	57.2	96		47.2	6.7	73.8			6.7	0.86	9	0.6	8.1	93	281	9.81	100				64196	3.47	1.04				0.02	0.05	0.11	49.4	14				430		1848854	99.97														1.2	0.83	1.71							0.1	5.6	70.52	68.98	72.08				83.7	89.6	93.9	55.4	58.9	61.4							49	4	7.54								69.73	67.44	72.06	53	8.6	20	33	62	73	86	146	173	204	96	127	162								
Georgia				110	52	195		84.6		99.9	96				13.1				1.38						9.35					1200286	27.65	1.01	1	1.25		0.01	0.02	0.04	11.7	43.3				41		4993119	115.02														0.27	0.21	0.34							0.4	9.1	108.59	107.45	109.91				95.1	97.6	99.8	81	88.7	95.5		2.9	2.6	3.5			132	18	12	47.32	24.8	26.6	22.1				96.74	96.24	97.31	150	4.7	7	9.8	63	68	73	109	116	126	79	163	277						35.63	35.27	36.36
Germany											97				3.9												57.1	62.6	51.9	48700000	58.86	0.99	0.94	0.93	-0.83				3.2	84.17				7		100034000	120.92	0.38	0.09	3362.9	14228.26	40.26					7498.96	97.51	7.76	967.43											5	98.31	98.59	98.02	6.5	7.2	5.6	100	100	100	99	99.2	99.3		1.6	1.6	1.5			416	204	32.9	48	15.7	16	15.3	4	4.5	3.5	99.08	99.03	99.14	620	0.36	0.36	0.37	81	87	96	5.3	5.8	6.3	3.2	7.5	14						7.9	8.6	7.1
Ghana	65			10074	5026	17599	180000				89				78.4			4.6	25.39	19.5	0.9	18.4	2981	3118	7.91					270422	1.04	0.99	0.9	0.62		0.0062	0.04	0.09	52.3	12.3				380		28026482	108.19														1.3	0.96	1.74	83.71	85.09	82.28					5	98.49	99.57	97.36				76.8	84.5	91.3	8.2	14.2	19.5							245	28	10.25								87.63	87.47	87.8	273	2.7	4.4	8	78	88	93	63	66	74	30	71	129	13.2	25.9	39.1					
Gibraltar																																																																							5																																																				
Greece											99				4.4												38.4	46.9	30.3	5332521	47.91				0.08				3.7	59.86				5		12999790	116.82	0.09	0.01	44.63	239.07	0.52					0.4	26.24	0	0											5				30.3	32.2	27.7	100	100	100	97.9	98.8	99.1		2.3	2.4	2.2			237	63	21	42.9	13	13	13.1	16.6	16.9	16.3				300	0.65	0.69	0.73	82	90	98	4.5	5	5.4	2.9	6.5	12						58.3	53.6	64.2
Greenland	41																													18000	31.58									65.8						60400	105.98																								5							100	100	100	100	100	100																					5.4	15	29	77	87	99	170	194	219	99	245	456								
Grenada										99	94				11.8				0.33						16.26					28585	26.99	0.96	0.98						10.7	35				23		133000	125.59								1.37	11.12																94.45	97.66	91.1				95.3	96.6	99	98.3	98	97.5							13	2	13.33								98.41	98.37	98.45	15	1	1.1	1.1				3.3	4.1	4.8	3.4	7.5	13								
Guadeloupe																																																																														99.8	99.3	99.3	89.5	96.9	97																																								
Guam																														67000	40.57									65.4																																						99.5	99.5	99.5	89.8	89.8	89.8																					0.25	1.3	3.1	77	87	99	29	33	38	14	48	101								
Guatemala				2607	411	12272				62.8	85				31				251.28						6.74		58.3	79.8	39.2	1863052	12.04	0.95	0.91	1.04	8.06	0.002	0.04	0.41	25.8	19.7				140		21716357	140.39														0.58	0.12	3.27							2.4	15.3	85.61	86.72	84.47				85.1	91.5	97.7	47.7	62.5	76.9		3.6	3.8	3.1			137	21	13.29	36.89	57.3	60.1	51.7				87.97	88.3	87.64	158	1.6	1.6	1.7	32	36	40	53	60	67	56	110	183						6.25	6.5	5.75
Guinea				5445	4221	6777	49000				62				100.7				7.08				895	711	3.63	99.98				0	0	0.84		0.43		0.11	0.15	0.19	64.9	1.6				650		7436471	63.31														1.74	1.46	2							2	17.1	61.96	68.19	55.6				63.9	74	91.9	10.9	18.6	32																	76.5	82.25	70.64		17	27	37	48	54	61	157	177	199	133	244	387								
Guinea-Bissau				2292	1925	2720	21000				69				123.9				2.31				702	85	1.84	100				5000	0.29					0.18	0.31	0.47	77.9	3.1				560		939909	55.15								12.08	103.62					3.74	3.27	4.26							0.4	22.6							55.7	72.3	90.4	8.1	20	33							86	14	14											100	34	71	107	24	32	45	273	387	514	251	515	872								
Guyana				194	19	557					99				36.6				0.96				854	590	2.36					156805	19.61					0.03	0.1	0.21	29.9	35				250		555035	69.41								3.3	101.56					1.38	0.68	2.47							0.1	11.5							94.2	95.1	97.3	82	83.6	87.9							46	21	31.34											67	16	16	16	69	78	88	97	109	123	62	129	220								
Haiti				6399	5477	7725	100000				65				72.8				1.95				168	809	1.46	99.99				41000	0.39					0.08	0.11	0.13	54.7	10.6				380		7160200	69.39								13.56	1155.83					1.97	1.82	2.13							5.2	50.7							48	59.5	68.5	18.1	26.8	33.5							91	4	4.21											95	14	26	41	72	80	92	179	206	231	129	254	421								
Honduras				1547	1110	2027					89				22.2				18.94				777	2270	2.3					619095	7.64	0.99	1.21	1.37		0.01	0.02	0.03	18.9	17.8				120		7767235	95.91														0.47	0.38	0.59				68.5	64.5	60.4	1	12.8	93.05	90.28	95.93				79.9	88.9	96.6	72.2	78.8	84.6							103	25	19.53								90.09	89.27	90.95	128	0.06	2.9	11	54	68	89	42	54	69	37	74	125								
Hungary				58	43	76					99				6.1										10.11		51.6	58	45.7	2978018	29.91	0.98	1	1.28	-0.03				5.2	72.64				14		11590326	116.42																								5	98.34	98.28	98.41	6	6.8	5	100	100	100	98.6	98	97.8		3.1	2.9	3.2			352	34	8.8	48.2	18.7	18.9	18.6	7.4	8	6.8	96.02	96.03	96.02	386	0.81	0.81	0.81	53	58	63	17	18	20	15	29	48						27.2	26.3	28.4
Iceland	7.1	1.07	157.25								91				2.1				0								77	79.4	74.6	168023	50.98				0.19				1.6	96.54				4		356264	108.11	0.25	0.11	16.05	34.91	42.2					23.75		38.39	9.53											5				8.3	10.5	5.9	100	100	100	100	98.8	98.7		2.5	3.3	1.7			38	25	39.68	51	34.6	39.8	28.2	8.4	10.3	6.4				63	0.28	0.28	0.28	85	92	100	3.3	3.6	3.9	1.3	3.8	7.6						10.7	13.6	7.8
India				127232	93468.47	162016.03					74				52.7				956.14						3.05					29032974	2.31			0.92		0.01	0.02	0.03	41.4	15.1				190		886304245	70.78														0.26	0.2	0.34							193.1	15.4							89.1	91.3	96	25.5	36.8	60.8							485	60	11											545	12	19	28	54	58	61	162	171	184	143	211	294								
Indonesia				29116	17074	46318		83.5	95.4	87.4	84	19.9			29.3				310.52	62.5					4.71		62.7	78.4	47	30722651	12.29		0.97		3.75	0.03	0.05	0.11	24.5	14.94				190		313226914	125.35														0.45	0.29	0.73				14.3	11.4	8.4	20.5	8.2				33	24.2	47.5	76.5	85.3	93.4	44.5	58.3	70.9		10.4	6.5	6.9			456	104	18.57	35.1	56.1	57	61.3	9.4	11.3	8.4				560	14	25	37	63	71	80	164	183	207	138	272	450						31.34	19.51	21.44
